loan_amnt,term,int_rate,installment,grade,emp_length,annual_inc,dti,home_ownership,purpose,open_acc,revol_bal,revol_util,total_acc,delinq_2yrs,pub_rec,mort_acc,default
6578.0,36,21.3,248.84,E,6,71447.0,18.89,MORTGAGE,medical,7,2902.0,8.7,17,0,0,2,0
26071.0,60,14.57,614.36,C,0,12080.0,5.04,RENT,home_improvement,7,6417.0,37.4,19,0,1,2,0
20522.0,36,25.46,820.95,F,2,34992.0,20.17,RENT,home_improvement,12,12721.0,34.5,23,0,0,3,1
20556.0,36,27.62,846.06,G,5,79051.0,29.71,RENT,debt_consolidation,6,8650.0,33.0,12,0,0,5,1
17380.0,36,20.41,649.54,E,10,59493.0,9.92,OWN,major_purchase,11,13215.0,88.9,24,1,0,2,0
13518.0,60,24.87,395.74,F,1,20728.0,14.76,RENT,credit_card,7,6817.0,36.3,19,0,0,2,1
20005.0,60,16.68,493.74,D,1,30592.0,7.16,MORTGAGE,major_purchase,11,14322.0,63.7,18,0,0,1,0
19055.0,60,26.5,576.17,G,7,12515.0,14.2,OWN,other,8,14664.0,88.2,17,0,0,0,1
10803.0,60,24.13,311.6,F,3,26755.0,34.45,RENT,car,11,19035.0,0.5,19,0,1,1,1
9470.0,36,27.81,390.74,G,6,84748.0,9.48,MORTGAGE,credit_card,8,17981.0,74.1,17,1,0,1,0
14202.0,36,19.33,522.96,E,10,42853.0,1.18,MORTGAGE,other,8,21702.0,65.1,16,0,0,4,0
33840.0,36,22.92,1308.53,F,10,66301.0,21.45,MORTGAGE,home_improvement,14,4999.0,91.0,26,1,0,1,0
6352.0,36,17.49,228.02,D,3,60366.0,23.18,RENT,debt_consolidation,8,5286.0,45.5,21,0,0,2,0
5539.0,60,10.96,120.32,B,5,61056.0,13.16,MORTGAGE,major_purchase,8,9917.0,95.7,18,1,0,3,0
14748.0,36,13.16,498.06,C,10,110623.0,25.66,RENT,car,11,57468.0,46.5,26,0,0,2,0
13774.0,60,25.56,408.82,F,1,53011.0,1.52,OWN,debt_consolidation,12,10180.0,6.5,19,0,0,5,0
14824.0,36,6.29,452.93,A,4,103404.0,13.62,RENT,home_improvement,8,43380.0,76.7,18,1,0,0,0
15466.0,36,18.6,563.8,D,3,13543.0,5.78,RENT,other,7,35607.0,2.4,16,1,1,0,0
11685.0,36,13.57,396.93,C,2,116641.0,9.19,RENT,debt_consolidation,6,35854.0,96.6,16,1,0,2,0
32660.0,36,13.89,1114.5,C,10,27611.0,15.3,OWN,credit_card,9,33269.0,0.1,14,1,0,2,0
5113.0,36,25.35,204.24,F,8,31453.0,19.74,MORTGAGE,debt_consolidation,15,3138.0,70.5,23,0,0,1,0
8127.0,36,24.64,321.58,F,3,39231.0,3.73,RENT,small_business,16,2755.0,10.4,24,0,0,2,0
12557.0,36,18.77,458.83,D,9,114727.0,4.05,RENT,credit_card,6,3426.0,50.3,22,1,0,3,0
4984.0,36,11.28,163.83,B,5,35116.0,26.96,MORTGAGE,debt_consolidation,10,24801.0,12.1,20,0,0,1,0
12022.0,36,15.94,422.3,D,10,40395.0,16.17,RENT,debt_consolidation,8,6146.0,57.4,22,1,0,1,0
36202.0,36,14.39,1244.17,C,2,33624.0,7.06,MORTGAGE,other,9,4441.0,55.8,16,1,0,1,0
13528.0,36,13.13,456.66,C,2,69789.0,9.4,RENT,credit_card,14,5339.0,6.8,24,1,1,2,0
15343.0,36,7.36,476.28,A,2,93542.0,28.8,RENT,car,17,13074.0,14.7,26,1,0,2,0
6272.0,36,17.49,225.15,D,5,166474.0,2.07,MORTGAGE,debt_consolidation,7,4038.0,71.4,15,0,1,2,0
9230.0,36,11.94,306.3,B,2,252683.0,20.35,MORTGAGE,car,11,4911.0,66.6,20,0,0,3,0
10667.0,36,20.2,397.51,E,1,88443.0,14.41,MORTGAGE,debt_consolidation,11,5977.0,29.0,24,0,0,1,0
11041.0,36,12.34,368.51,C,10,74562.0,32.45,OWN,debt_consolidation,11,20284.0,18.2,16,1,0,1,0
28825.0,36,14.92,998.1,C,10,28842.0,31.6,MORTGAGE,debt_consolidation,10,1543.0,67.6,16,0,0,3,0
18669.0,36,6.2,569.64,A,6,188260.0,27.57,MORTGAGE,debt_consolidation,17,8175.0,53.7,27,0,0,1,0
6858.0,36,27.83,283.04,G,10,68135.0,15.39,MORTGAGE,debt_consolidation,16,5670.0,25.2,29,0,0,1,0
15489.0,60,16.68,382.28,D,10,50340.0,25.25,MORTGAGE,credit_card,11,14881.0,97.9,20,0,0,0,0
18015.0,36,5.56,544.47,A,7,75548.0,25.59,MORTGAGE,debt_consolidation,8,7229.0,37.8,20,0,0,1,0
26479.0,36,17.45,949.99,D,5,40872.0,13.29,RENT,debt_consolidation,13,3236.0,68.7,26,1,0,2,1
34487.0,60,25.02,1012.64,F,10,14726.0,35.2,RENT,debt_consolidation,14,69515.0,88.4,20,0,0,1,1
7266.0,36,22.77,280.39,F,6,84380.0,39.39,RENT,car,14,37975.0,95.3,26,0,0,0,1
8213.0,36,21.12,309.93,E,1,133985.0,12.58,MORTGAGE,credit_card,10,10361.0,89.6,18,0,0,2,0
6282.0,36,8.21,197.46,A,3,83630.0,32.05,MORTGAGE,other,7,14649.0,59.2,13,0,0,2,0
11610.0,36,20.13,432.24,E,4,59620.0,20.04,RENT,debt_consolidation,6,3847.0,20.9,23,0,0,0,0
17673.0,60,22.62,494.36,F,10,60353.0,18.55,OWN,debt_consolidation,16,9985.0,92.7,26,0,0,4,0
24159.0,36,18.17,875.47,D,7,66394.0,15.46,MORTGAGE,debt_consolidation,8,115308.0,97.7,20,0,0,2,0
12765.0,36,25.53,511.12,F,10,65186.0,11.68,MORTGAGE,debt_consolidation,9,28000.0,0.6,19,0,0,3,0
11027.0,36,11.37,362.95,B,8,57733.0,36.78,RENT,small_business,6,2819.0,91.1,9,0,0,3,0
14633.0,36,10.57,476.09,B,3,60792.0,29.63,MORTGAGE,debt_consolidation,10,12142.0,88.6,19,0,0,1,0
8094.0,36,25.0,321.82,F,8,152209.0,17.63,RENT,debt_consolidation,11,8793.0,45.1,18,0,0,2,0
40000.0,36,19.38,1473.94,E,1,79488.0,30.06,MORTGAGE,debt_consolidation,8,13638.0,79.4,18,0,0,1,0
5092.0,60,5.03,96.16,A,4,63773.0,28.74,RENT,other,9,48145.0,95.0,19,0,1,3,1
14926.0,60,13.12,340.53,C,9,88924.0,10.69,RENT,medical,10,3263.0,30.9,20,0,0,2,0
40000.0,36,24.73,1584.69,F,6,88928.0,7.05,OWN,debt_consolidation,6,6622.0,47.0,20,0,0,1,0
13414.0,60,5.63,257.03,A,9,105620.0,33.45,MORTGAGE,credit_card,18,2634.0,14.0,32,0,0,4,0
11920.0,36,5.07,357.63,A,2,38019.0,32.46,RENT,credit_card,13,10045.0,29.2,23,0,0,0,1
10781.0,36,11.47,355.36,B,8,44877.0,39.87,RENT,debt_consolidation,11,9025.0,88.4,29,0,0,3,0
11989.0,60,26.02,359.1,G,2,36749.0,0.77,MORTGAGE,credit_card,11,65064.0,18.0,19,0,0,2,0
30446.0,60,25.73,906.71,F,5,94848.0,21.62,MORTGAGE,debt_consolidation,10,3459.0,94.2,18,0,0,0,0
3544.0,60,16.93,87.94,D,4,92109.0,28.05,RENT,debt_consolidation,13,20051.0,55.9,24,1,0,3,0
33525.0,36,17.72,1207.31,D,5,27891.0,23.3,MORTGAGE,debt_consolidation,4,589.0,70.4,8,0,0,1,1
5685.0,36,12.64,190.57,C,1,75698.0,28.42,RENT,credit_card,15,55991.0,39.3,28,0,0,0,0
11385.0,60,10.61,245.33,B,3,136399.0,5.49,MORTGAGE,debt_consolidation,12,8341.0,23.4,23,0,0,2,0
10326.0,36,23.75,403.76,F,7,51990.0,0.06,RENT,home_improvement,14,9314.0,48.2,24,1,0,0,0
19018.0,36,7.44,591.05,A,5,72286.0,3.72,RENT,major_purchase,14,6485.0,30.5,27,2,0,1,0
5121.0,36,16.21,180.57,D,5,92808.0,15.2,MORTGAGE,credit_card,8,13011.0,52.0,19,0,0,1,0
17629.0,60,19.59,463.05,E,5,27110.0,13.16,RENT,credit_card,7,4471.0,10.0,17,0,0,0,0
40000.0,36,7.38,1242.05,A,10,65591.0,34.96,OWN,debt_consolidation,12,9357.0,91.8,22,0,0,2,0
5896.0,36,16.95,210.06,D,10,128447.0,3.34,MORTGAGE,debt_consolidation,7,31212.0,27.4,16,0,0,2,0
14970.0,36,18.28,543.31,D,3,41943.0,17.71,MORTGAGE,debt_consolidation,8,5486.0,63.4,21,1,0,5,0
8980.0,36,22.08,343.32,E,3,98664.0,38.31,RENT,small_business,8,5983.0,64.8,16,0,0,1,1
17249.0,60,10.4,369.89,B,5,60858.0,20.12,RENT,home_improvement,12,6119.0,25.0,21,0,0,2,0
13514.0,36,11.75,447.25,B,1,39947.0,5.3,MORTGAGE,debt_consolidation,12,21120.0,99.7,23,0,0,3,0
9092.0,36,18.1,329.15,D,3,56506.0,11.65,MORTGAGE,home_improvement,8,6962.0,48.4,18,1,0,1,0
17903.0,36,27.61,736.77,G,2,43666.0,25.07,MORTGAGE,credit_card,14,5191.0,75.5,26,0,0,2,0
39443.0,36,10.0,1272.71,B,2,35137.0,0.48,MORTGAGE,debt_consolidation,8,9695.0,3.1,20,0,0,3,0
11914.0,36,27.68,490.75,G,6,51400.0,38.72,MORTGAGE,small_business,17,23461.0,23.0,24,0,0,3,1
20575.0,36,21.43,779.71,E,3,62383.0,22.68,MORTGAGE,car,12,2200.0,10.6,21,0,0,2,0
6149.0,36,24.0,241.24,F,1,54196.0,28.17,RENT,debt_consolidation,10,17117.0,34.8,23,0,0,1,0
7526.0,36,7.06,232.59,A,10,51061.0,19.96,MORTGAGE,home_improvement,14,11531.0,74.4,20,1,1,0,0
17738.0,60,11.91,393.77,B,10,68569.0,38.32,RENT,debt_consolidation,8,12048.0,14.1,16,0,0,2,0
32548.0,60,6.33,634.25,A,10,82359.0,23.57,MORTGAGE,debt_consolidation,10,8257.0,41.3,19,0,0,1,0
16537.0,36,13.55,561.59,C,4,30138.0,26.48,MORTGAGE,car,13,8362.0,19.6,20,1,0,2,0
11072.0,36,27.57,455.41,G,0,51460.0,34.43,RENT,car,6,16382.0,22.7,13,0,0,1,1
13354.0,60,7.42,267.08,A,1,18322.0,34.46,RENT,debt_consolidation,11,1721.0,4.9,26,1,0,3,0
6309.0,36,17.93,227.86,D,2,54322.0,1.13,MORTGAGE,credit_card,11,3611.0,50.8,21,0,0,1,0
19201.0,36,5.14,576.68,A,2,65534.0,11.33,RENT,credit_card,13,1498.0,16.6,25,0,0,3,0
22684.0,60,21.39,618.67,E,10,84277.0,9.85,RENT,debt_consolidation,9,49604.0,30.8,16,0,0,1,0
10186.0,36,9.54,326.48,B,10,65674.0,0.27,MORTGAGE,debt_consolidation,14,28549.0,35.8,20,1,0,3,0
10077.0,36,7.98,315.68,A,9,83192.0,35.07,MORTGAGE,car,10,923.0,22.8,19,0,0,1,0
15670.0,36,12.75,526.1,C,8,62264.0,12.69,RENT,car,18,11638.0,47.8,23,0,0,2,1
10280.0,36,22.73,396.49,F,6,39922.0,13.88,MORTGAGE,major_purchase,7,6507.0,8.8,21,0,0,0,0
12840.0,60,7.45,256.98,A,8,30652.0,3.98,RENT,debt_consolidation,17,14682.0,70.7,32,1,0,1,0
40000.0,36,10.29,1296.14,B,10,51134.0,39.59,MORTGAGE,medical,13,11322.0,29.2,23,0,0,0,0
11519.0,36,5.19,346.22,A,6,37806.0,33.05,MORTGAGE,other,6,7029.0,51.1,12,0,0,3,0
10775.0,60,27.27,330.76,G,1,55724.0,22.87,RENT,small_business,11,7621.0,11.5,20,0,0,1,1
9059.0,60,18.62,233.11,D,1,44573.0,30.88,MORTGAGE,debt_consolidation,15,22420.0,2.6,21,1,0,2,0
20879.0,36,21.56,792.63,E,6,76991.0,31.08,MORTGAGE,debt_consolidation,11,4470.0,35.0,18,0,0,1,1
11983.0,36,19.98,445.21,E,3,61659.0,26.27,MORTGAGE,car,10,5518.0,67.3,20,0,1,1,0
9049.0,36,8.32,284.9,A,10,78315.0,6.96,MORTGAGE,debt_consolidation,13,15478.0,45.0,29,0,1,2,0
29519.0,60,18.68,760.55,D,6,78075.0,28.81,MORTGAGE,debt_consolidation,12,19069.0,70.8,24,0,0,2,0
31312.0,36,8.02,981.49,A,7,53755.0,22.78,MORTGAGE,car,9,10863.0,65.4,24,0,0,0,0
9318.0,36,14.23,319.51,C,0,55770.0,28.96,RENT,debt_consolidation,9,5010.0,71.0,18,1,1,1,0
4359.0,36,18.09,157.79,D,5,80899.0,21.74,MORTGAGE,medical,10,1524.0,85.3,24,1,0,1,0
24453.0,36,17.85,882.2,D,4,259773.0,38.25,RENT,credit_card,6,1587.0,26.9,19,1,0,1,0
8859.0,36,7.74,276.55,A,7,33075.0,25.08,MORTGAGE,credit_card,20,6609.0,0.7,27,0,0,1,0
21469.0,36,5.79,651.09,A,3,61393.0,22.95,RENT,small_business,13,9567.0,5.0,25,1,0,3,0
4097.0,36,23.36,159.36,F,10,29219.0,33.71,MORTGAGE,debt_consolidation,9,5695.0,21.8,17,0,0,3,1
22824.0,36,21.7,868.12,E,7,59128.0,15.17,MORTGAGE,major_purchase,9,2832.0,11.0,28,0,0,0,0
6459.0,36,6.88,199.08,A,7,39957.0,12.63,OWN,credit_card,19,2426.0,28.5,31,0,0,3,0
20712.0,36,7.93,648.37,A,10,55718.0,20.13,MORTGAGE,credit_card,17,9534.0,60.3,30,2,0,1,0
13475.0,36,25.53,539.55,F,10,65722.0,23.38,MORTGAGE,debt_consolidation,13,31473.0,76.6,26,0,0,1,0
7537.0,60,22.69,211.13,F,1,44639.0,8.82,RENT,car,10,3846.0,15.6,21,0,0,1,0
10465.0,36,27.91,432.36,G,9,20532.0,27.29,RENT,debt_consolidation,10,7906.0,57.5,21,0,0,1,0
20167.0,36,10.84,658.71,B,1,140832.0,32.09,MORTGAGE,credit_card,8,3981.0,89.7,17,0,0,0,0
14236.0,36,16.22,502.04,D,4,99068.0,23.09,MORTGAGE,debt_consolidation,13,14792.0,74.3,21,0,0,1,0
18971.0,36,10.44,616.07,B,1,55363.0,20.92,RENT,other,8,7149.0,15.5,19,1,0,2,0
40000.0,36,19.32,1472.72,E,6,35002.0,11.79,MORTGAGE,debt_consolidation,10,21764.0,64.3,15,0,1,2,0
5226.0,36,7.65,162.92,A,4,63008.0,36.38,MORTGAGE,car,10,9115.0,47.9,18,0,0,3,0
35254.0,60,7.93,713.64,A,6,74354.0,30.18,RENT,debt_consolidation,8,9135.0,25.1,16,1,0,3,0
14223.0,36,6.65,436.89,A,7,95036.0,19.21,MORTGAGE,debt_consolidation,15,3452.0,52.8,24,1,0,2,0
7791.0,36,20.95,293.33,E,6,100442.0,26.36,MORTGAGE,debt_consolidation,8,3512.0,16.1,24,0,0,1,1
6014.0,36,16.36,212.5,D,2,112466.0,13.48,RENT,car,10,12834.0,31.6,22,0,0,2,0
11927.0,60,19.21,310.77,E,9,21067.0,2.39,MORTGAGE,home_improvement,11,10198.0,35.9,16,0,0,1,0
23225.0,36,25.22,926.13,F,5,49872.0,8.16,RENT,car,6,60710.0,33.6,20,0,0,2,1
12375.0,60,22.03,342.0,E,5,108647.0,3.18,MORTGAGE,debt_consolidation,14,2706.0,9.2,25,0,0,1,0
33080.0,36,15.62,1156.8,D,10,34400.0,20.33,RENT,other,10,21831.0,41.5,24,0,0,2,0
5593.0,60,27.64,172.93,G,2,124438.0,24.88,RENT,debt_consolidation,3,9230.0,84.3,9,0,0,5,1
13263.0,60,15.49,318.95,C,5,177411.0,15.22,RENT,major_purchase,9,3059.0,83.9,23,0,0,3,0
6302.0,60,7.59,126.55,A,7,122364.0,21.21,RENT,debt_consolidation,6,558.0,42.1,19,1,0,0,0
16617.0,36,27.83,685.81,G,1,89050.0,3.42,MORTGAGE,car,10,4292.0,1.3,22,0,0,1,0
22746.0,36,5.52,687.04,A,3,45775.0,30.8,OWN,car,10,4869.0,58.0,20,1,0,5,0
10379.0,36,17.65,373.41,D,9,70897.0,1.31,MORTGAGE,credit_card,9,4859.0,59.6,27,0,0,2,0
2800.0,60,12.11,62.44,C,2,26698.0,25.38,MORTGAGE,debt_consolidation,10,19966.0,85.6,14,1,0,1,0
15054.0,36,16.58,533.57,D,5,37471.0,17.33,RENT,small_business,13,5125.0,83.8,18,0,0,2,0
17362.0,36,17.85,626.37,D,6,39086.0,7.35,MORTGAGE,car,6,10645.0,77.5,12,0,0,1,0
17027.0,36,10.52,553.58,B,7,62142.0,20.92,RENT,major_purchase,10,2010.0,85.7,19,0,0,0,0
28042.0,36,17.81,1011.11,D,8,47320.0,31.24,RENT,medical,15,11953.0,24.9,28,0,0,1,0
7026.0,36,22.39,269.75,E,10,70050.0,16.54,MORTGAGE,home_improvement,4,2210.0,56.7,9,0,0,0,0
20093.0,36,11.13,659.06,B,4,101387.0,14.71,MORTGAGE,home_improvement,14,15930.0,93.4,26,1,0,0,0
27324.0,36,13.82,931.48,C,7,39111.0,5.7,RENT,credit_card,9,21309.0,53.1,20,0,0,0,0
4596.0,36,11.17,150.84,B,8,65458.0,23.78,MORTGAGE,credit_card,10,1809.0,88.9,24,1,0,1,0
16184.0,60,23.87,464.36,F,3,46650.0,33.12,RENT,home_improvement,8,55451.0,90.7,16,1,0,1,1
9872.0,60,21.67,270.8,E,10,67111.0,22.45,MORTGAGE,credit_card,9,5142.0,7.0,21,1,0,2,0
12722.0,60,25.04,373.71,F,10,90373.0,6.6,MORTGAGE,major_purchase,11,11640.0,91.5,24,0,0,1,0
16459.0,36,8.91,522.7,B,2,104062.0,26.45,MORTGAGE,other,12,17408.0,10.1,24,0,0,3,0
9973.0,60,6.69,196.02,A,7,89517.0,1.21,MORTGAGE,debt_consolidation,12,4130.0,40.2,21,0,1,6,0
8907.0,36,7.75,278.09,A,8,76756.0,33.52,MORTGAGE,debt_consolidation,8,4020.0,75.2,18,1,0,3,0
13636.0,36,8.7,431.72,B,4,25537.0,36.86,RENT,debt_consolidation,10,5304.0,7.1,27,0,0,0,1
6958.0,36,17.26,248.97,D,10,31296.0,23.88,OWN,credit_card,14,12805.0,39.5,23,0,0,1,0
6964.0,36,27.33,285.54,G,7,36516.0,35.27,MORTGAGE,debt_consolidation,16,14531.0,23.5,23,0,0,4,0
20083.0,36,13.22,678.81,C,7,74248.0,3.38,MORTGAGE,major_purchase,11,32715.0,70.6,27,1,0,1,0
6706.0,60,27.05,204.97,G,2,27595.0,9.13,OWN,small_business,16,28092.0,86.9,30,0,0,1,0
19926.0,36,5.88,605.1,A,4,73314.0,12.69,RENT,major_purchase,17,27746.0,76.7,26,0,0,2,0
17633.0,36,26.32,713.45,G,4,70170.0,30.93,MORTGAGE,credit_card,14,19421.0,55.0,23,0,0,0,0
4743.0,36,9.17,151.2,B,8,18743.0,19.37,RENT,credit_card,13,17986.0,84.3,24,1,0,1,0
8897.0,36,25.99,358.42,F,6,31177.0,13.93,OWN,home_improvement,11,5413.0,85.6,18,0,0,2,0
27350.0,36,6.29,835.64,A,1,112008.0,6.32,RENT,credit_card,12,4657.0,49.6,22,0,0,0,0
7415.0,36,26.81,301.96,G,3,90985.0,32.43,MORTGAGE,small_business,12,1732.0,85.5,21,0,0,0,1
10111.0,60,9.62,212.94,B,5,35946.0,0.82,RENT,medical,13,32819.0,89.2,23,1,0,2,0
17628.0,36,11.96,585.17,B,8,32179.0,13.49,MORTGAGE,credit_card,6,8499.0,0.8,15,0,0,1,0
21376.0,36,16.29,754.58,D,8,13764.0,9.71,OWN,debt_consolidation,12,11315.0,88.0,23,0,0,1,0
11488.0,36,13.76,391.29,C,5,144752.0,5.16,MORTGAGE,debt_consolidation,8,487.0,5.5,18,1,0,1,0
9335.0,60,20.35,249.14,E,1,61367.0,6.88,RENT,debt_consolidation,16,4194.0,29.9,29,1,0,3,1
31364.0,60,27.42,965.6,G,2,185393.0,19.75,RENT,credit_card,16,21453.0,55.4,28,0,0,1,1
37924.0,36,18.95,1389.18,D,2,53370.0,17.04,MORTGAGE,debt_consolidation,11,11278.0,24.4,23,1,0,1,0
24036.0,36,21.59,912.86,E,9,70937.0,20.73,RENT,credit_card,15,4182.0,87.6,25,0,0,3,0
14061.0,36,7.02,434.29,A,1,102209.0,29.1,MORTGAGE,debt_consolidation,8,7206.0,78.8,17,0,0,1,0
8226.0,60,19.44,215.38,E,4,160060.0,35.69,MORTGAGE,debt_consolidation,12,58622.0,48.4,24,0,0,0,0
8117.0,60,15.44,194.98,C,7,80871.0,4.74,OWN,major_purchase,11,6403.0,83.7,20,0,0,1,0
18279.0,36,25.37,730.35,F,10,59961.0,3.31,RENT,other,10,9146.0,81.8,20,0,0,0,0
17172.0,36,13.93,586.31,C,10,60887.0,12.81,OWN,debt_consolidation,14,8049.0,32.9,23,0,0,0,0
30976.0,60,20.63,831.57,E,10,31968.0,21.85,OWN,debt_consolidation,12,9976.0,6.5,21,1,0,1,0
19737.0,36,10.25,639.18,B,8,47613.0,4.0,MORTGAGE,debt_consolidation,11,27013.0,59.2,21,0,0,2,0
5422.0,36,10.97,177.43,B,8,61743.0,28.64,RENT,debt_consolidation,12,96975.0,78.5,22,0,0,2,0
25114.0,36,13.65,854.07,C,8,137192.0,22.24,RENT,debt_consolidation,16,35478.0,92.7,24,1,0,1,0
7341.0,36,11.99,243.79,B,10,46257.0,29.94,RENT,debt_consolidation,12,10233.0,3.7,16,1,0,1,0
10611.0,60,10.84,229.86,B,10,113277.0,14.32,MORTGAGE,medical,9,26709.0,40.4,24,0,0,1,0
15524.0,36,6.14,473.26,A,4,57005.0,16.04,MORTGAGE,home_improvement,10,1818.0,68.4,21,0,0,3,0
40000.0,36,24.25,1574.57,F,4,126265.0,32.3,OWN,debt_consolidation,12,7959.0,45.8,18,1,0,4,1
40000.0,36,6.48,1225.6,A,4,89862.0,10.68,MORTGAGE,debt_consolidation,7,4024.0,22.4,16,0,0,3,0
19226.0,36,25.41,768.6,F,7,86294.0,15.26,MORTGAGE,credit_card,13,4585.0,59.5,19,0,0,2,0
11969.0,36,7.89,374.46,A,8,107721.0,0.54,RENT,home_improvement,7,21178.0,87.8,19,0,0,0,0
18411.0,36,6.5,564.28,A,10,98705.0,22.21,MORTGAGE,debt_consolidation,11,31778.0,94.5,23,1,0,2,0
22756.0,36,17.95,822.11,D,4,113356.0,34.06,MORTGAGE,debt_consolidation,5,2141.0,99.3,11,0,0,0,0
11021.0,36,16.56,390.52,D,3,215143.0,1.12,MORTGAGE,debt_consolidation,10,6794.0,38.5,23,0,0,2,0
39227.0,60,16.3,960.19,D,10,157966.0,24.55,RENT,debt_consolidation,16,4224.0,20.3,25,0,1,3,0
15337.0,36,18.21,556.09,D,2,79210.0,33.82,RENT,debt_consolidation,14,15801.0,80.6,21,0,1,1,0
18009.0,36,11.6,594.72,B,2,45934.0,19.76,MORTGAGE,credit_card,12,24627.0,68.8,17,0,0,2,0
19921.0,60,20.25,530.56,E,8,74597.0,12.52,RENT,home_improvement,12,78141.0,75.3,21,0,0,0,0
17205.0,36,16.56,609.64,D,1,18850.0,39.86,MORTGAGE,debt_consolidation,10,26830.0,36.4,22,1,0,2,0
22101.0,60,12.7,499.48,C,4,98459.0,2.59,MORTGAGE,other,11,25479.0,22.3,16,0,0,0,0
9225.0,36,24.01,361.97,F,2,31697.0,8.42,MORTGAGE,home_improvement,7,2977.0,77.9,16,0,0,3,0
9557.0,60,21.74,262.54,E,1,117417.0,35.41,OWN,medical,13,4124.0,44.5,17,1,0,2,0
6904.0,60,14.05,160.82,C,6,196452.0,11.89,MORTGAGE,medical,13,8568.0,68.9,26,1,1,0,0
17391.0,36,24.5,686.87,F,3,25070.0,32.79,RENT,car,21,105668.0,87.2,27,0,0,1,1
21319.0,60,26.17,640.45,G,4,58094.0,13.33,RENT,debt_consolidation,13,8746.0,34.4,25,0,0,1,0
17583.0,60,17.35,440.3,D,1,31614.0,32.48,RENT,debt_consolidation,5,33907.0,76.8,13,0,0,1,1
36486.0,36,9.94,1176.27,B,8,21227.0,27.43,RENT,debt_consolidation,16,5330.0,45.3,28,0,0,2,0
13315.0,36,26.06,536.9,G,3,56174.0,18.74,OWN,credit_card,8,7914.0,61.8,17,0,0,4,0
19955.0,36,9.36,637.91,B,3,87649.0,20.92,OWN,debt_consolidation,11,7933.0,82.8,22,0,0,2,0
6939.0,60,6.11,134.51,A,2,94150.0,7.11,MORTGAGE,debt_consolidation,17,4949.0,29.9,23,0,0,1,0
10591.0,36,12.53,354.46,C,4,65667.0,4.64,RENT,car,6,16111.0,83.8,16,1,1,1,0
20279.0,36,21.72,771.53,E,4,22059.0,28.68,RENT,home_improvement,14,2222.0,20.5,22,1,0,0,0
22236.0,36,26.24,898.75,G,5,64475.0,33.94,MORTGAGE,other,8,1303.0,42.3,15,0,0,1,0
11199.0,36,19.66,414.26,E,10,24452.0,28.88,MORTGAGE,credit_card,9,6234.0,27.5,21,0,1,1,0
12798.0,36,26.89,521.73,G,10,25433.0,36.51,RENT,debt_consolidation,9,14051.0,1.6,20,0,0,1,1
5374.0,36,7.12,166.23,A,6,32922.0,35.6,MORTGAGE,debt_consolidation,15,3789.0,1.2,21,0,0,2,0
10784.0,60,6.4,210.5,A,0,112408.0,31.13,MORTGAGE,debt_consolidation,15,82943.0,19.5,24,0,0,2,0
22793.0,36,18.9,834.35,D,6,83046.0,35.93,RENT,debt_consolidation,13,8085.0,64.6,25,0,0,1,0
18866.0,36,27.22,772.44,G,1,72661.0,6.69,RENT,other,7,8753.0,52.5,17,1,0,0,0
18041.0,36,16.56,639.27,D,8,35683.0,29.25,MORTGAGE,debt_consolidation,13,2975.0,31.9,28,0,1,0,1
13765.0,36,6.18,419.88,A,4,47445.0,30.15,MORTGAGE,debt_consolidation,12,15198.0,44.4,24,0,1,1,0
13416.0,36,10.09,433.46,B,9,26316.0,6.16,MORTGAGE,debt_consolidation,7,22595.0,67.6,17,1,0,3,0
8989.0,36,10.63,292.72,B,10,135751.0,36.38,RENT,medical,10,9884.0,88.9,19,0,0,1,0
20319.0,36,12.77,682.38,C,4,223766.0,0.35,MORTGAGE,home_improvement,12,11089.0,25.9,23,0,0,2,0
17199.0,36,6.0,523.23,A,4,83613.0,17.38,MORTGAGE,small_business,12,10332.0,88.0,23,0,0,1,0
17948.0,36,25.81,721.32,F,6,92879.0,0.86,MORTGAGE,debt_consolidation,11,3286.0,41.1,28,0,0,0,0
9744.0,36,16.86,346.72,D,1,54427.0,20.93,RENT,home_improvement,6,34248.0,33.5,20,0,0,1,0
3670.0,60,20.43,98.11,E,10,22659.0,16.49,OWN,major_purchase,14,5933.0,56.9,20,0,0,1,0
25804.0,36,6.54,791.34,A,4,36085.0,24.92,RENT,debt_consolidation,13,45572.0,35.6,21,0,0,1,0
10024.0,60,6.24,194.91,A,1,45287.0,30.66,MORTGAGE,major_purchase,11,2424.0,29.1,17,0,0,2,0
7961.0,60,18.49,204.29,D,8,47517.0,30.74,OWN,home_improvement,9,20066.0,90.0,22,0,0,1,0
20254.0,36,25.41,809.69,F,2,41389.0,28.89,OWN,debt_consolidation,11,9762.0,40.5,18,0,0,3,0
10560.0,36,17.16,377.33,D,1,61614.0,4.08,OWN,debt_consolidation,13,8883.0,15.1,24,0,0,1,0
25234.0,36,25.19,1005.84,F,6,35951.0,16.7,MORTGAGE,debt_consolidation,7,4487.0,43.2,19,0,1,0,0
19345.0,36,23.65,755.41,F,7,219835.0,32.64,MORTGAGE,home_improvement,13,15837.0,28.9,23,0,0,1,0
20134.0,36,6.74,619.29,A,6,26391.0,26.17,RENT,credit_card,11,13850.0,51.2,20,2,0,0,0
5887.0,60,9.65,124.07,B,7,101965.0,27.24,MORTGAGE,credit_card,15,48369.0,64.3,20,0,0,2,0
